,open,close,low,high,date
0,1042.1,1043.5716999539386,1040.9687139373973,1044.7029860165412,2020-01-02 09:00:00
1,1043.5716999539386,1049.9878315248427,1042.8702586021511,1050.6892728766302,2020-01-02 09:05:00
2,1049.9878315248427,1052.6010548290637,1046.9333368136283,1055.6555495402781,2020-01-02 09:10:00
3,1052.6010548290637,1056.75,1049.0215077905264,1060.3295470385374,2020-01-02 09:15:00
4,1056.75,1059.9553145971151,1055.0454230031078,1061.6598915940074,2020-01-02 09:20:00
5,1059.9553145971151,1067.7947682032311,1053.2821884587663,1074.46789434158,2020-01-02 09:25:00
6,1067.7947682032311,1071.7384655938579,1059.3138173228951,1080.2194164741938,2020-01-02 09:30:00
7,1071.7384655938579,1081.7995223169028,1067.2369472599387,1086.301040650822,2020-01-02 09:35:00
8,1081.7995223169028,1081.49,1081.46599092399,1081.8235313929129,2020-01-02 09:40:00
9,1081.49,1083.6501904720285,1074.7005570454135,1090.439633426615,2020-01-02 09:45:00
10,1083.6501904720285,1085.0247500596827,1076.8444566929556,1091.8304838387555,2020-01-02 09:50:00
11,1085.0247500596827,1086.6240351045908,1083.7434707058596,1087.9053144584138,2020-01-02 09:55:00
12,1086.6240351045908,1085.3664509227813,1077.1660220823892,1094.8244639449829,2020-01-02 10:00:00
13,1085.3664509227813,1089.3650861371557,1083.4477216017815,1091.2838154581555,2020-01-02 10:05:00
14,1089.3650861371557,1088.006693293865,1083.4920669160965,1093.8797125149242,2020-01-02 10:10:00
15,1088.006693293865,1092.695456989241,1081.7982782974761,1098.9038719856298,2020-01-02 10:15:00
16,1092.695456989241,1092.76,1087.149955461022,1098.3055015282189,2020-01-02 10:20:00
17,1092.76,1095.5254899871004,1087.5790327108537,1100.7064572762467,2020-01-02 10:25:00
18,1095.5254899871004,1090.2358815487876,1082.45623536859,1103.305136167298,2020-01-02 10:30:00
19,1090.2358815487876,1077.3718108390026,1076.0770132632713,1091.5306791245189,2020-01-02 10:35:00
20,1077.3718108390026,1081.248689330442,1072.5521443191064,1086.068355850338,2020-01-02 10:40:00
21,1081.248689330442,1067.4470541469238,1061.459082013905,1087.236661463461,2020-01-02 10:45:00
22,1067.4470541469238,1064.797932584615,1058.785104079334,1073.459882652205,2020-01-02 10:50:00
23,1064.797932584615,1058.3951027255416,1056.3316426768993,1066.8613926332573,2020-01-02 10:55:00
24,1058.3951027255416,1056.04,1052.4867757311345,1061.9483269944071,2020-01-02 11:00:00
25,1056.04,1038.8284285007423,1035.1941715935397,1059.6742569072026,2020-01-02 11:05:00
26,1038.8284285007423,1047.237260720087,1035.9290698767206,1050.1366193441088,2020-01-02 11:10:00
27,1047.237260720087,1036.9414504814586,1029.1307149383113,1055.0479962632344,2020-01-02 11:15:00
28,1036.9414504814586,1024.8040654481067,1019.4693389973589,1042.2761769322065,2020-01-02 11:20:00
29,1024.8040654481067,1022.2233054845499,1015.8738027964661,1031.1535681361906,2020-01-02 11:25:00
30,1022.2233054845499,1007.62,1001.8789602686542,1027.9643452158957,2020-01-02 11:30:00
31,1007.62,1010.4065497360572,1002.8404102661796,1015.1861394698776,2020-01-02 11:35:00
32,1010.4065497360572,1009.5725617457846,1007.6177080852394,1012.3614033966023,2020-01-02 11:40:00
33,1009.5725617457846,1011.9378917538381,1003.5889884746248,1017.9214650249979,2020-01-02 11:45:00
34,1011.9378917538381,1012.8718613687089,1004.210669570686,1020.599083551861,2020-01-02 11:50:00
35,1012.8718613687089,1015.13,1006.5142706340504,1021.4875907346585,2020-01-02 11:55:00
36,1015.13,1017.4868492084337,1013.2545009702205,1019.3623482382131,2020-01-02 12:00:00
37,1017.4868492084337,1020.0109101940666,1014.9332551945695,1022.5645042079308,2020-01-02 12:05:00
38,1020.0109101940666,1021.1359188121526,1019.2902514091143,1021.8565775971049,2020-01-02 12:10:00
39,1021.1359188121526,1023.05,1017.9494721384704,1026.2364466736822,2020-01-02 12:15:00
40,1023.05,1021.5766670288491,1020.2888857601246,1024.3377812687245,2020-01-02 12:20:00
41,1021.5766670288491,1021.4900694870582,1014.338756071222,1028.7279804446853,2020-01-02 12:25:00
42,1021.4900694870582,1016.8760047913021,1013.817530163485,1024.5485441148753,2020-01-02 12:30:00
43,1016.8760047913021,1016.756984788028,1008.9187984020058,1024.7141911773242,2020-01-02 12:35:00
44,1016.756984788028,1015.7209490918967,1014.8457682749072,1017.6321656050176,2020-01-02 12:40:00
45,1015.7209490918967,1012.9031323495526,1005.3458336781438,1023.2782477633056,2020-01-02 12:45:00
46,1012.9031323495526,1010.3299999999999,1010.2555977366195,1012.977534612933,2020-01-02 12:50:00
47,1010.3299999999999,1005.8205328062407,1003.4771095947489,1012.6734232114918,2020-01-02 12:55:00
48,1005.8205328062407,1001.4058892597113,998.021965820072,1009.2044562458801,2020-01-02 13:00:00
49,1001.4058892597113,995.5200252279445,991.4407313962502,1005.4851830914057,2020-01-02 13:05:00
50,995.5200252279445,990.8183218471942,985.6985386379504,1000.6398084371883,2020-01-02 13:10:00
51,990.8183218471942,987.269739631152,981.1791536467039,996.9089078316423,2020-01-02 13:15:00
52,987.269739631152,979.5515655396322,971.8714789443195,994.9498262264647,2020-01-02 13:20:00
53,979.5515655396322,972.9345242294345,972.2632248870169,980.2228648820497,2020-01-02 13:25:00
54,972.9345242294345,966.28,960.136983608785,979.0775406206494,2020-01-02 13:30:00
55,966.28,968.4870798058053,962.4871498935316,972.2799299122736,2020-01-02 13:35:00
56,968.4870798058053,974.4525548216636,966.7976428468648,976.141991780604,2020-01-02 13:40:00
57,974.4525548216636,978.0053709456288,971.7249585502254,980.732967217067,2020-01-02 13:45:00
58,978.0053709456288,982.91,971.3280396844551,989.5873312611736,2020-01-02 13:50:00
59,982.91,978.3898888340369,976.5007544128206,984.7991344212163,2020-01-02 13:55:00
60,978.3898888340369,980.5491967902589,976.852599845581,982.0864857787147,2020-01-02 14:00:00
61,980.5491967902589,976.4332649587216,972.0643984260935,984.918063322887,2020-01-02 14:05:00
62,976.4332649587216,972.216835586178,971.9276643078261,976.7224362370735,2020-01-02 14:10:00
63,972.216835586178,972.8456459919662,970.5394223729309,974.5230592052134,2020-01-02 14:15:00
64,972.8456459919662,972.3315233958988,970.3902037776375,974.7869656102275,2020-01-02 14:20:00
65,972.3315233958988,966.55,966.4376422959336,972.4438810999651,2020-01-02 14:25:00
66,966.55,965.830116586717,959.0631353955296,973.3169811911874,2020-01-02 14:30:00
67,965.830116586717,965.4730192772507,962.4309117325681,968.8722241313997,2020-01-02 14:35:00
68,965.4730192772507,964.9640095491976,961.5956301806754,968.841398645773,2020-01-02 14:40:00
69,964.9640095491976,964.63,958.4004532029173,971.1935563462803,2020-01-02 14:45:00
70,964.63,952.1554780189081,952.0326470466122,964.7528309722959,2020-01-02 14:50:00
71,952.1554780189081,954.6321315393254,950.346389757102,956.4412198011315,2020-01-02 14:55:00
0,954.6321315393254,954.8766689005822,950.7259449568769,958.7828554830307,2020-01-03 09:00:00
1,954.8766689005822,955.3474914563378,947.8267260776242,962.3974342792958,2020-01-03 09:05:00
2,955.3474914563378,955.4074175443441,955.1885315426654,955.5663774580165,2020-01-03 09:10:00
3,955.4074175443441,955.8288181574025,949.7418567243668,961.4943789773797,2020-01-03 09:15:00
4,955.8288181574025,956.4778083241963,948.9440283602194,963.3625981213794,2020-01-03 09:20:00
5,956.4778083241963,956.6921315393254,952.2610892501312,960.9088506133904,2020-01-03 09:25:00
6,956.6921315393254,954.8815373136689,948.3106457872716,963.2630230657227,2020-01-03 09:30:00
7,954.8815373136689,941.7513574714071,941.7269527322186,954.9059420528574,2020-01-03 09:35:00
8,941.7513574714071,947.5943819640363,935.2076734849065,954.1380659505369,2020-01-03 09:40:00
9,947.5943819640363,942.6438812622466,939.0475923540163,951.1906708722667,2020-01-03 09:45:00
10,942.6438812622466,936.3652708150834,935.5129842682902,943.4961678090398,2020-01-03 09:50:00
11,936.3652708150834,927.408771133472,925.7923554359635,937.9816865125919,2020-01-03 09:55:00
12,927.408771133472,933.7050267691541,925.4987579916767,935.6150399109493,2020-01-03 10:00:00
13,933.7050267691541,924.0921315393254,921.3134023313584,936.4837559771211,2020-01-03 10:05:00
14,924.0921315393254,924.9738310443549,917.3745436884798,931.6914188952005,2020-01-03 10:10:00
15,924.9738310443549,925.8047605031364,923.1366037702851,927.6419877772063,2020-01-03 10:15:00
16,925.8047605031364,925.2537460912678,922.4420384345783,928.6164681598259,2020-01-03 10:20:00
17,925.2537460912678,926.3227626406388,924.3702375035648,927.2062712283417,2020-01-03 10:25:00
18,926.3227626406388,928.3049162531338,925.6211021581427,929.0065767356299,2020-01-03 10:30:00
19,928.3049162531338,929.0154848932675,926.125238653747,931.1951624926543,2020-01-03 10:35:00
20,929.0154848932675,929.2221315393253,925.9026777661072,932.3349386664856,2020-01-03 10:40:00
21,929.2221315393253,929.5179858297489,928.69414486306,930.0459725060142,2020-01-03 10:45:00
22,929.5179858297489,927.8746694087861,922.7687842251897,934.6238710133453,2020-01-03 10:50:00
23,927.8746694087861,926.7871357210765,925.0613917772648,929.6004133525978,2020-01-03 10:55:00
24,926.7871357210765,927.2515794719477,925.0819688850244,928.9567463079999,2020-01-03 11:00:00
25,927.2515794719477,925.133914818405,920.4015828001022,931.9839114902504,2020-01-03 11:05:00
26,925.133914818405,924.9197686766083,919.2175706789005,930.8361128161127,2020-01-03 11:10:00
27,924.9197686766083,924.0347180152762,922.0118045256188,926.9426821662657,2020-01-03 11:15:00
28,924.0347180152762,924.1521315393253,917.9723922236096,930.2144573309919,2020-01-03 11:20:00
29,924.1521315393253,936.9509435083891,922.7177961741585,938.3852788735559,2020-01-03 11:25:00
30,936.9509435083891,942.8562231141183,934.7788545362135,945.0283120862938,2020-01-03 11:30:00
31,942.8562231141183,946.6324179765363,937.5202020526762,951.9684390379784,2020-01-03 11:35:00
32,946.6324179765363,965.4221315393253,943.9107479763697,968.1438015394918,2020-01-03 11:40:00
33,965.4221315393253,964.1262519781687,963.0841975120356,966.4641860054584,2020-01-03 11:45:00
34,964.1262519781687,962.7431339903528,957.181634011329,969.6877519571925,2020-01-03 11:50:00
35,962.7431339903528,961.4786099552191,955.8940622462063,968.3276816993656,2020-01-03 11:55:00
36,961.4786099552191,961.1563904387508,954.579081662703,968.055918731267,2020-01-03 12:00:00
37,961.1563904387508,962.231119979987,954.9440370620885,968.4434733566494,2020-01-03 12:05:00
38,962.231119979987,960.5963075529572,954.9686946656083,967.858732867336,2020-01-03 12:10:00
39,960.5963075529572,959.9387856738111,956.3867123886052,964.1483808381631,2020-01-03 12:15:00
40,959.9387856738111,958.4021315393253,957.155661495666,961.1852557174705,2020-01-03 12:20:00
41,958.4021315393253,959.9876640890981,954.422028545183,963.9677670832403,2020-01-03 12:25:00
42,959.9876640890981,966.9743601611668,954.8642394875927,972.0977847626722,2020-01-03 12:30:00
43,966.9743601611668,967.5755010499394,963.2088265150625,971.3410346960437,2020-01-03 12:35:00
44,967.5755010499394,971.4357591334758,963.9225146275323,975.0887455558828,2020-01-03 12:40:00
45,971.4357591334758,972.7421315393253,964.8571872439705,979.3207034288306,2020-01-03 12:45:00
46,972.7421315393253,977.1147327722844,965.6575147038492,984.1993496077605,2020-01-03 12:50:00
47,977.1147327722844,996.0138296751733,969.3481669330549,1003.7803955144027,2020-01-03 12:55:00
48,996.0138296751733,1003.7587013285922,991.9171541730074,1007.8553768307581,2020-01-03 13:00:00
49,1003.7587013285922,1005.5521315393253,1003.0180425899418,1006.2927902779757,2020-01-03 13:05:00
50,1005.5521315393253,1005.5400882265365,1002.0746942881649,1009.0175254776968,2020-01-03 13:10:00
51,1005.5400882265365,999.4347199212292,999.0736907097014,1005.9011174380643,2020-01-03 13:15:00
52,999.4347199212292,998.9044290906597,994.8233259436992,1003.5158230681898,2020-01-03 13:20:00
53,998.9044290906597,997.6562196146346,996.2174480654439,1000.3432006398504,2020-01-03 13:25:00
54,997.6562196146346,997.1915372877753,992.1484697743421,1002.6992871280678,2020-01-03 13:30:00
55,997.1915372877753,993.7621315393253,993.056194185732,997.8974746413686,2020-01-03 13:35:00
56,993.7621315393253,1001.1128759895089,985.9596716082721,1008.9153359205621,2020-01-03 13:40:00
57,1001.1128759895089,1006.0306563527249,998.8730403486178,1008.270491993616,2020-01-03 13:45:00
58,1006.0306563527249,1017.5709188616191,1004.9635268953286,1018.6380483190154,2020-01-03 13:50:00
59,1017.5709188616191,1029.6621315393254,1011.3694143918553,1035.863636009089,2020-01-03 13:55:00
60,1029.6621315393254,1050.0264290477905,1021.9129911677086,1057.7755694194075,2020-01-03 14:00:00
61,1050.0264290477905,1057.7682427562145,1044.3685106036464,1063.4261612003586,2020-01-03 14:05:00
62,1057.7682427562145,1056.3993359865287,1053.1514343685524,1061.0161443741908,2020-01-03 14:10:00
63,1056.3993359865287,1079.9221315393254,1054.9728103374066,1081.3486571884475,2020-01-03 14:15:00
64,1079.9221315393254,1081.506272427198,1077.223392354142,1084.2050116123812,2020-01-03 14:20:00
65,1081.506272427198,1081.8341164296255,1078.9753518194539,1084.3650370373696,2020-01-03 14:25:00
66,1081.8341164296255,1089.886527239027,1078.0656114917329,1093.6550321769196,2020-01-03 14:30:00
67,1089.886527239027,1086.821636707999,1080.2437606235665,1096.4644033234595,2020-01-03 14:35:00
68,1086.821636707999,1088.6797941890618,1080.5924316760422,1094.9089992210186,2020-01-03 14:40:00
