,open,close,low,high,date
0,1541.13,1547.777449186318,1536.242463369567,1552.6649858167511,2020-01-02 09:00:00
1,1547.777449186318,1550.1196745838458,1535.5311737368306,1562.3659500333333,2020-01-02 09:05:00
2,1550.1196745838458,1555.1962410990673,1541.0538426146422,1564.2620730682709,2020-01-02 09:10:00
3,1555.1962410990673,1562.8500000000001,1547.6708088493494,1570.375432249718,2020-01-02 09:15:00
4,1562.8500000000001,1565.7154717112044,1557.3123997001312,1571.2530720110733,2020-01-02 09:20:00
5,1565.7154717112044,1575.539567992361,1557.4575133118105,1583.797526391755,2020-01-02 09:25:00
6,1575.539567992361,1578.4754432639647,1575.3948704476127,1578.6201408087131,2020-01-02 09:30:00
7,1578.4754432639647,1576.1315162583296,1575.3777856856523,1579.229173836642,2020-01-02 09:35:00
8,1576.1315162583296,1585.9432739942972,1565.7049114305557,1596.369878822071,2020-01-02 09:40:00
9,1585.9432739942972,1588.112821669705,1582.3017586718943,1591.754336992108,2020-01-02 09:45:00
10,1588.112821669705,1592.5800000000002,1577.715637272397,1602.977184397308,2020-01-02 09:50:00
11,1592.5800000000002,1596.6942794721122,1580.1024793350205,1609.1718001370919,2020-01-02 09:55:00
12,1596.6942794721122,1624.0944479757852,1592.0249135367555,1628.7638139111418,2020-01-02 10:00:00
13,1624.0944479757852,1631.7229778015812,1620.3699011863857,1635.4475245909807,2020-01-02 10:05:00
14,1631.7229778015812,1647.8052586532995,1620.6643429239389,1658.8638935309418,2020-01-02 10:10:00
15,1647.8052586532995,1660.967189730286,1645.681240813565,1663.0912075700205,2020-01-02 10:15:00
16,1659.5600311927556,1652.5808160380648,1650.299227670675,1661.8416195601453,2020-01-02 10:20:00
17,1652.5808160380648,1638.7019214475536,1635.0308742923876,1656.2518631932307,2020-01-02 10:25:00
18,1638.7019214475536,1616.3484426548127,1611.9700919475188,1643.0802721548475,2020-01-02 10:30:00
19,1616.3484426548127,1599.0950557903275,1594.965446783547,1620.4780516615933,2020-01-02 10:35:00
20,1605.198586527128,1630.2633579090707,1600.474399220519,1634.9875452156798,2020-01-02 10:40:00
21,1630.2633579090707,1636.1191784136508,1626.9770371280042,1639.4054991947173,2020-01-02 10:45:00
22,1636.1191784136508,1645.8126571880198,1624.909710578154,1657.0221250235165,2020-01-02 10:50:00
23,1645.8126571880198,1658.3759104111696,1641.9788358238682,1662.2097317753212,2020-01-02 10:55:00
24,1658.3759104111696,1686.1106268780002,1645.8751456797024,1698.6113916094673,2020-01-02 11:00:00
25,1671.7492535043932,1663.9042163544384,1654.5770743800592,1681.0763954787724,2020-01-02 11:05:00
26,1663.9042163544384,1640.0085105521678,1627.2859299596255,1676.6267969469807,2020-01-02 11:10:00
27,1640.0085105521678,1633.4622277133885,1631.3346638296634,1642.1360744358929,2020-01-02 11:15:00
28,1633.4622277133885,1607.6468914335246,1594.6100613727024,1646.4990577742108,2020-01-02 11:20:00
29,1607.6468914335246,1602.2233973992861,1598.6926513937276,1611.1776374390831,2020-01-02 11:25:00
30,1609.7209977372038,1627.893330176705,1602.0048545494726,1635.609473364436,2020-01-02 11:30:00
31,1627.893330176705,1635.8477259755496,1620.4047046392072,1643.3363515130472,2020-01-02 11:35:00
32,1635.8477259755496,1648.4288488916698,1632.7734352681136,1651.5031395991057,2020-01-02 11:40:00
33,1638.0878757378957,1621.8556584710732,1619.772165884278,1640.171368324691,2020-01-02 11:45:00
34,1621.8556584710732,1593.074012112332,1590.193187672849,1624.736482910556,2020-01-02 11:50:00
35,1593.074012112332,1575.2612196516525,1574.9201559075336,1593.4150758564508,2020-01-02 11:55:00
36,1575.2612196516525,1576.9828271953932,1573.4956460294584,1578.7484008175873,2020-01-02 12:00:00
37,1576.9828271953932,1563.9210822899518,1561.5979782175161,1579.3059312678288,2020-01-02 12:05:00
38,1563.9210822899518,1537.2891680701437,1534.4155777974597,1566.7946725626357,2020-01-02 12:10:00
39,1537.2891680701437,1554.0939451860502,1532.1539768770424,1559.2291363791514,2020-01-02 12:15:00
40,1554.0939451860502,1525.7866279974094,1522.588795994493,1557.2917771889665,2020-01-02 12:20:00
41,1525.7866279974094,1509.3972482179172,1509.3591506013852,1525.8247256139414,2020-01-02 12:25:00
42,1509.3972482179172,1527.7271025777718,1500.1299560099367,1536.9943947857523,2020-01-02 12:30:00
43,1527.7271025777718,1495.5093536805402,1487.1236844873506,1536.1127717709614,2020-01-02 12:35:00
44,1495.5093536805402,1498.9512196516525,1491.2093715920535,1503.2512017401393,2020-01-02 12:40:00
45,1498.9512196516525,1497.0325787139986,1490.2764666680887,1505.7073316975625,2020-01-02 12:45:00
46,1497.0325787139986,1493.4959340596695,1491.57528911325,1498.9532236604182,2020-01-02 12:50:00
47,1493.4959340596695,1480.79580901952,1475.357354886368,1498.9343881928214,2020-01-02 12:55:00
48,1480.79580901952,1485.7930895497261,1477.1752147069587,1489.4136838622874,2020-01-02 13:00:00
49,1485.7930895497261,1476.9117687127248,1466.283385415959,1496.421472846492,2020-01-02 13:05:00
50,1476.9117687127248,1466.293924873022,1456.1184591534784,1487.0872344322684,2020-01-02 13:10:00
51,1466.293924873022,1473.042030715414,1462.4150292134786,1476.9209263749574,2020-01-02 13:15:00
52,1473.042030715414,1465.2812196516525,1458.0157531507848,1480.3074972162817,2020-01-02 13:20:00
53,1465.2812196516525,1462.7801472659712,1453.9329759343618,1474.1283909832619,2020-01-02 13:25:00
54,1462.7801472659712,1473.511582288666,1453.310463005512,1482.9812665491252,2020-01-02 13:30:00
55,1473.511582288666,1476.1144250416955,1467.159433679151,1482.4665736512104,2020-01-02 13:35:00
56,1476.1144250416955,1482.7421090020734,1464.5049739398403,1494.3515601039287,2020-01-02 13:40:00
57,1482.7421090020734,1486.2028255050807,1475.126376575752,1493.8185579314022,2020-01-02 13:45:00
58,1486.2028255050807,1488.662879868241,1475.9231312407167,1498.942574132605,2020-01-02 13:50:00
59,1488.662879868241,1487.4602959483755,1476.1405602080604,1499.982615608556,2020-01-02 13:55:00
60,1487.4602959483755,1494.2912196516525,1479.1656884287745,1502.5858271712534,2020-01-02 14:00:00
61,1494.2912196516525,1495.0504250094036,1488.288595267507,1501.0530493935491,2020-01-02 14:05:00
62,1495.0504250094036,1482.9081375488315,1472.3759960005511,1505.582566557684,2020-01-02 14:10:00
63,1482.9081375488315,1477.9890488338692,1468.1472724815908,1492.74991390111,2020-01-02 14:15:00
64,1477.9890488338692,1468.0824516459422,1464.6352425945909,1481.4362578852206,2020-01-02 14:20:00
65,1468.0824516459422,1468.7810609783328,1460.9443984584418,1475.9191141658332,2020-01-02 14:25:00
66,1468.7810609783328,1465.951152748909,1460.258376249917,1474.4738374773247,2020-01-02 14:30:00
67,1465.951152748909,1459.5388745323207,1457.217195660346,1468.2728316208836,2020-01-02 14:35:00
68,1459.5388745323207,1449.4012196516524,1438.5570566567687,1470.3830375272044,2020-01-02 14:40:00
69,1449.4012196516524,1446.5587214795987,1439.8586331612594,1456.1013079699917,2020-01-02 14:45:00
70,1446.5587214795987,1446.3992585009235,1442.3638964807217,1450.5940834998005,2020-01-02 14:50:00
71,1446.3992585009235,1437.6268495830489,1431.087648488831,1452.9384595951412,2020-01-02 14:55:00
0,1437.6268495830489,1439.4065008211608,1435.019418802746,1442.0139316014636,2020-01-03 09:00:00
1,1439.4065008211608,1448.3891029780846,1430.9513424491383,1456.844261350107,2020-01-03 09:05:00
2,1448.3891029780846,1457.8104567954679,1438.4172848786775,1467.782274894875,2020-01-03 09:10:00
3,1457.8104567954679,1459.407519801825,1451.8245223128815,1465.3934542844113,2020-01-03 09:15:00
4,1459.407519801825,1466.546849583049,1452.2979523027034,1473.6564170821705,2020-01-03 09:20:00
5,1466.546849583049,1481.787078849302,1456.5791689055236,1491.7547595268272,2020-01-03 09:25:00
6,1481.787078849302,1482.5384054675553,1474.401816681717,1489.9236676351402,2020-01-03 09:30:00
7,1482.5384054675553,1491.0839018192298,1480.5726165141841,1493.049690772601,2020-01-03 09:35:00
